price,address,is_active,url,bedrooms,bathrooms,area_sqft
698000.0,"2569 S Hillock Ave, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/2569-S-Hillock-Ave-Chicago-IL-60608/2081051024_zpid/,5.0,4.0,3000.0
255000.0,"2453 S Western Ave UNIT 3N, Chicago, IL 60608",New,https://www.zillow.com/homedetails/2453-S-Western-Ave-UNIT-3N-Chicago-IL-60608/99347504_zpid/,2.0,2.0,1167.0
869900.0,"2700 W 24th Pl, Chicago, IL 60608",New,https://www.zillow.com/homedetails/2700-W-24th-Pl-Chicago-IL-60608/2068420864_zpid/,3.0,1.0,2016.0
549000.0,"3457 S Lituanica Ave, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/3457-S-Lituanica-Ave-Chicago-IL-60608/3881138_zpid/,3.0,1.0,2016.0
649900.0,"3122 S Benson St #4, Chicago, IL 60608",New,https://www.zillow.com/homedetails/3122-S-Benson-St-4-Chicago-IL-60608/2055538246_zpid/,3.0,4.0,2000.0
599900.0,"2918 S Hillock St, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/2918-S-Hillock-St-Chicago-IL-60608/2053955854_zpid/,3.0,4.0,2200.0
324900.0,"3044 S Gratten Ave, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/3044-S-Gratten-Ave-Chicago-IL-60608/3878670_zpid/,2.0,1.0,965.0
1250000.0,"1845 W 21st Pl, Chicago, IL 60608",New,https://www.zillow.com/homedetails/1845-W-21st-Pl-Chicago-IL-60608/2087900767_zpid/,3.0,1.0,2016.0
670000.0,"1414 W 17th St, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/1414-W-17th-St-Chicago-IL-60608/339901748_zpid/,3.0,1.0,2016.0
390000.0,"1151 W 14th Pl UNIT 404, Chicago, IL 60608",Price Change,https://www.zillow.com/homedetails/1151-W-14th-Pl-UNIT-404-Chicago-IL-60608/2124464475_zpid/,2.0,2.0,1264.0
559999.0,"1749 W 19th St, Chicago, IL 60608",New,https://www.zillow.com/homedetails/1749-W-19th-St-Chicago-IL-60608/2092122104_zpid/,3.0,1.0,2016.0
610000.0,"1707 S Newberry Ave, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/1707-S-Newberry-Ave-Chicago-IL-60608/3875481_zpid/,3.0,1.0,2016.0
349000.0,"2942 S Lyman St, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/2942-S-Lyman-St-Chicago-IL-60608/3878525_zpid/,4.0,2.0,2350.0
399900.0,"1071 W 15th St UNIT 211, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/1071-W-15th-St-UNIT-211-Chicago-IL-60608/87717321_zpid/,2.0,2.0,1226.0
