price,address,features,is_active,url
239000,"211 E Ohio St APT 2817, Chicago, IL 60611","1 bd, 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/211-E-Ohio-St-APT-2817-Chicago-IL-60611/58368592_zpid/
338000,"550 N Saint Clair St APT 902, Chicago, IL 60611","1 bd, 1 ba, 850 sqft",Active,https://www.zillow.com/homedetails/550-N-Saint-Clair-St-APT-902-Chicago-IL-60611/101451491_zpid/
850000,"179 E Lake Shore Dr #502, Chicago, IL 60611","2 bds, 2 ba, 1,852 sqft",Active,https://www.zillow.com/homedetails/179-E-Lake-Shore-Dr-502-Chicago-IL-60611/2088562442_zpid/
449999,"1120 N Lake Shore Dr #16C, Chicago, IL 60611","2 bds, 2 ba, 1,435 sqft",Active,https://www.zillow.com/homedetails/1120-N-Lake-Shore-Dr-16C-Chicago-IL-60611/2062683103_zpid/
449000,"401 E Ontario St APT 1609, Chicago, IL 60611","2 bds, 2 ba, 1,200 sqft",Active,https://www.zillow.com/homedetails/401-E-Ontario-St-APT-1609-Chicago-IL-60611/58367944_zpid/
299900,"110 E Delaware Pl APT 803, Chicago, IL 60611","1 bd, 1 ba, 1,000 sqft",Active,https://www.zillow.com/homedetails/110-E-Delaware-Pl-APT-803-Chicago-IL-60611/3848936_zpid/
5350000,"53 E Bellevue Pl, Chicago, IL 60611","5 bds, 6 ba, 6,500 sqft",Active,https://www.zillow.com/homedetails/53-E-Bellevue-Pl-Chicago-IL-60611/3847745_zpid/
400000,"73 E Elm St APT 11D, Chicago, IL 60611","1 bd, 1 ba, 1,200 sqft",Active,https://www.zillow.com/homedetails/73-E-Elm-St-APT-11D-Chicago-IL-60611/3846541_zpid/
210000,"535 N Michigan Ave APT 2212, Chicago, IL 60611","1 bd, 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/535-N-Michigan-Ave-APT-2212-Chicago-IL-60611/3864645_zpid/
355000,"57 E Delaware Pl APT 1804, Chicago, IL 60611","1 bd, 2 ba, 1,045 sqft",Active,https://www.zillow.com/homedetails/57-E-Delaware-Pl-APT-1804-Chicago-IL-60611/58363515_zpid/
190000,"33 E Cedar St APT 10B, Chicago, IL 60611","1 bd, 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/33-E-Cedar-St-APT-10B-Chicago-IL-60611/3847282_zpid/
215000,"474 N Lake Shore Dr APT 3307, Chicago, IL 60611","Studio , 1 ba, 642 sqft",Active,https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-3307-Chicago-IL-60611/80857757_zpid/
2350000,"257 E Delaware Pl #10AB, Chicago, IL 60611","4 bds, 5 ba, 4,000 sqft",Active,https://www.zillow.com/homedetails/257-E-Delaware-Pl-10AB-Chicago-IL-60611/2077760262_zpid/
375000,"211 E Ohio St APT 2303, Chicago, IL 60611","2 bds, 2 ba, 1,050 sqft",Active,https://www.zillow.com/homedetails/211-E-Ohio-St-APT-2303-Chicago-IL-60611/58368470_zpid/
409000,"505 N McClurg Ct APT 504, Chicago, IL 60611","1 bd, 1 ba, -- sqft",New,https://www.zillow.com/homedetails/505-N-McClurg-Ct-APT-504-Chicago-IL-60611/99357568_zpid/
280000,"480 N McClurg Ct APT 817, Chicago, IL 60611","1 bd, 1 ba, 781 sqft",Active,https://www.zillow.com/homedetails/480-N-McClurg-Ct-APT-817-Chicago-IL-60611/2088913032_zpid/
2350000,"257 E Delaware Pl #10AB, Chicago, IL 60611","4 bds, 5 ba, 4,000 sqft",Active,https://www.zillow.com/homedetails/257-E-Delaware-Pl-10AB-Chicago-IL-60611/2077760262_zpid/
375000,"211 E Ohio St APT 2303, Chicago, IL 60611","2 bds, 2 ba, 1,050 sqft",Active,https://www.zillow.com/homedetails/211-E-Ohio-St-APT-2303-Chicago-IL-60611/58368470_zpid/
409000,"505 N McClurg Ct APT 504, Chicago, IL 60611","1 bd, 1 ba, -- sqft",New,https://www.zillow.com/homedetails/505-N-McClurg-Ct-APT-504-Chicago-IL-60611/99357568_zpid/
265000,"535 N Michigan Ave APT 3101, Chicago, IL 60611","1 bd, 1 ba, 1,000 sqft",Active,https://www.zillow.com/homedetails/535-N-Michigan-Ave-APT-3101-Chicago-IL-60611/3864769_zpid/
259000,"440 N Wabash Ave APT 2607, Chicago, IL 60611","1 bd, 1 ba, 683 sqft",Active,https://www.zillow.com/homedetails/440-N-Wabash-Ave-APT-2607-Chicago-IL-60611/80810285_zpid/
205000,"233 E Erie St APT 1609, Chicago, IL 60611","1 bd, 1 ba, 690 sqft",Active,https://www.zillow.com/homedetails/233-E-Erie-St-APT-1609-Chicago-IL-60611/3866754_zpid/
219000,"175 E Delaware Pl APT 5007, Chicago, IL 60611","Studio , 1 ba, 557 sqft",Active,https://www.zillow.com/homedetails/175-E-Delaware-Pl-APT-5007-Chicago-IL-60611/3849978_zpid/
1150000,"550 N Saint Clair St APT 2403, Chicago, IL 60611","3 bds, 3 ba, 2,500 sqft",Active,https://www.zillow.com/homedetails/550-N-Saint-Clair-St-APT-2403-Chicago-IL-60611/119087886_zpid/
545000,"233 E Erie St SUITE 2500, Chicago, IL 60611","2 bds, 2 ba, 1,800 sqft",Active,https://www.zillow.com/homedetails/233-E-Erie-St-SUITE-2500-Chicago-IL-60611/3866836_zpid/
590000,"474 N Lake Shore Dr APT 4808, Chicago, IL 60611","3 bds, 3 ba, 1,600 sqft",Active,https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-4808-Chicago-IL-60611/80814295_zpid/
285000,"10 E Ontario St APT 4101, Chicago, IL 60611","1 bd, 1 ba, 1,093 sqft",Active,https://www.zillow.com/homedetails/10-E-Ontario-St-APT-4101-Chicago-IL-60611/80810974_zpid/
270000,"440 N Wabash Ave APT 2808, Chicago, IL 60611","1 bd, 1 ba, 849 sqft",Active,https://www.zillow.com/homedetails/440-N-Wabash-Ave-APT-2808-Chicago-IL-60611/80813621_zpid/
260000,"405 N Wabash Ave UNIT 3612, Chicago, IL 60611","1 bd, 1 ba, 725 sqft",Active,https://www.zillow.com/homedetails/405-N-Wabash-Ave-UNIT-3612-Chicago-IL-60611/3865301_zpid/
325000,"512 N McClurg Ct APT 2006, Chicago, IL 60611","1 bd, 1 ba, 965 sqft",Active,https://www.zillow.com/homedetails/512-N-McClurg-Ct-APT-2006-Chicago-IL-60611/61960853_zpid/
220000,"100 E Walton St APT 31E, Chicago, IL 60611","1 bd, 1 ba, 691 sqft",Active,https://www.zillow.com/homedetails/100-E-Walton-St-APT-31E-Chicago-IL-60611/3848256_zpid/
180000,"777 N Michigan Ave APT 1802, Chicago, IL 60611","Studio , 1 ba, 600 sqft",Active,https://www.zillow.com/homedetails/777-N-Michigan-Ave-APT-1802-Chicago-IL-60611/3865588_zpid/
230000,"230 E Ontario St APT 1202, Chicago, IL 60611","1 bd, 1 ba, 875 sqft",Active,https://www.zillow.com/homedetails/230-E-Ontario-St-APT-1202-Chicago-IL-60611/3866892_zpid/
199500,"850 N Dewitt Pl APT 17E, Chicago, IL 60611","1 bd, 1 ba, 860 sqft",Active,https://www.zillow.com/homedetails/850-N-Dewitt-Pl-APT-17E-Chicago-IL-60611/3852441_zpid/
449000,"480 N McClurg Ct APT 901, Chicago, IL 60611","2 bds, 2 ba, 1,200 sqft",Active,https://www.zillow.com/homedetails/480-N-McClurg-Ct-APT-901-Chicago-IL-60611/54539293_zpid/
449900,"680 N Lake Shore Dr APT 212, Chicago, IL 60611","2 bds, 2 ba, 1,700 sqft",Active,https://www.zillow.com/homedetails/680-N-Lake-Shore-Dr-APT-212-Chicago-IL-60611/3866083_zpid/
339900,"40 E Cedar St APT 12A, Chicago, IL 60611","2 bds, 2 ba, 1,200 sqft",Active,https://www.zillow.com/homedetails/40-E-Cedar-St-APT-12A-Chicago-IL-60611/3846563_zpid/
229000,"10 E Ontario St APT 807, Chicago, IL 60611","1 bd, 1 ba, 765 sqft",Active,https://www.zillow.com/homedetails/10-E-Ontario-St-APT-807-Chicago-IL-60611/80850213_zpid/
412000,"440 N Wabash Ave APT 1809, Chicago, IL 60611","2 bds, 2 ba, -- sqft",Active,https://www.zillow.com/homedetails/440-N-Wabash-Ave-APT-1809-Chicago-IL-60611/80834973_zpid/
209000,"535 N Michigan Ave APT 1808, Chicago, IL 60611","1 bd, 1 ba, 850 sqft",Active,https://www.zillow.com/homedetails/535-N-Michigan-Ave-APT-1808-Chicago-IL-60611/3864581_zpid/
465000,"680 N Lake Shore Dr APT 1215, Chicago, IL 60611","2 bds, 2 ba, 1,600 sqft",Active,https://www.zillow.com/homedetails/680-N-Lake-Shore-Dr-APT-1215-Chicago-IL-60611/3866166_zpid/
1249000,"474 N Lake Shore Dr APT 6003, Chicago, IL 60611","2 bds, 2 ba, 2,005 sqft",Active,https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-6003-Chicago-IL-60611/80835553_zpid/
599000,"159 E Walton Pl APT 7F, Chicago, IL 60611","1 bd, 1 ba, 1,146 sqft",Active,https://www.zillow.com/homedetails/159-E-Walton-Pl-APT-7F-Chicago-IL-60611/80813577_zpid/
299000,"40 E Cedar St APT 7B, Chicago, IL 60611","1 bd, 1 ba, 900 sqft",Active,https://www.zillow.com/homedetails/40-E-Cedar-St-APT-7B-Chicago-IL-60611/3846576_zpid/
224900,"175 E Delaware Pl APT 4908, Chicago, IL 60611","Studio , 1 ba, 560 sqft",Active,https://www.zillow.com/homedetails/175-E-Delaware-Pl-APT-4908-Chicago-IL-60611/3849955_zpid/
315000,"73 E Elm St APT 6C, Chicago, IL 60611","1 bd, 1 ba, 1,006 sqft",Active,https://www.zillow.com/homedetails/73-E-Elm-St-APT-6C-Chicago-IL-60611/3846525_zpid/
475000,"260 E Chestnut St APT 2504, Chicago, IL 60611","2 bds, 2 ba, 1,409 sqft",Active,https://www.zillow.com/homedetails/260-E-Chestnut-St-APT-2504-Chicago-IL-60611/3850887_zpid/
330000,"440 N Wabash Ave APT 4204, Chicago, IL 60611","1 bd, 1 ba, 849 sqft",Active,https://www.zillow.com/homedetails/440-N-Wabash-Ave-APT-4204-Chicago-IL-60611/80843932_zpid/
1900000,"403 N Wabash Ave #PHB, Chicago, IL 60611","3 bds, 4 ba, 2,517 sqft",New,https://www.zillow.com/homedetails/403-N-Wabash-Ave-PHB-Chicago-IL-60611/2079613938_zpid/
1195000,"1040 N Lake Shore Dr APT 30A, Chicago, IL 60611","3 bds, 4 ba, 2,800 sqft",Active,https://www.zillow.com/homedetails/1040-N-Lake-Shore-Dr-APT-30A-Chicago-IL-60611/3846826_zpid/
3795000,"21 E Huron St APT 4801, Chicago, IL 60611","4 bds, 5 ba, 5,143 sqft",Active,https://www.zillow.com/homedetails/21-E-Huron-St-APT-4801-Chicago-IL-60611/70469778_zpid/
279000,"880 N Lake Shore Dr APT 11C, Chicago, IL 60611","1 bd, 1 ba, 785 sqft",Active,https://www.zillow.com/homedetails/880-N-Lake-Shore-Dr-APT-11C-Chicago-IL-60611/2077232462_zpid/
238000,"474 N Lake Shore Dr APT 3106, Chicago, IL 60611","Studio , 1 ba, 700 sqft",Active,https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-3106-Chicago-IL-60611/80814946_zpid/
233900,"211 E Ohio St APT 2325, Chicago, IL 60611","1 bd, 1 ba, 658 sqft",Active,https://www.zillow.com/homedetails/211-E-Ohio-St-APT-2325-Chicago-IL-60611/58368490_zpid/
324995,"160 E Illinois St APT 1403, Chicago, IL 60611","1 bd, 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/160-E-Illinois-St-APT-1403-Chicago-IL-60611/89902262_zpid/
447000,"201 E Chestnut St APT 21A, Chicago, IL 60611","2 bds, 2 ba, 1,600 sqft",Active,https://www.zillow.com/homedetails/201-E-Chestnut-St-APT-21A-Chicago-IL-60611/3852200_zpid/
324995,"160 E Illinois St APT 1403, Chicago, IL 60611","1 bd, 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/160-E-Illinois-St-APT-1403-Chicago-IL-60611/89902262_zpid/
447000,"201 E Chestnut St APT 21A, Chicago, IL 60611","2 bds, 2 ba, 1,600 sqft",Active,https://www.zillow.com/homedetails/201-E-Chestnut-St-APT-21A-Chicago-IL-60611/3852200_zpid/
569000,"175 E Delaware Pl APT 4723, Chicago, IL 60611","2 bds, 2 ba, 1,528 sqft",Active,https://www.zillow.com/homedetails/175-E-Delaware-Pl-APT-4723-Chicago-IL-60611/3849921_zpid/
208000,"405 N Wabash Ave UNIT 712, Chicago, IL 60611","Studio , 1 ba, 525 sqft",Active,https://www.zillow.com/homedetails/405-N-Wabash-Ave-UNIT-712-Chicago-IL-60611/3864900_zpid/
525000,"505 N Lake Shore Dr APT 6508, Chicago, IL 60611","1 bd, 1 ba, 1,100 sqft",Active,https://www.zillow.com/homedetails/505-N-Lake-Shore-Dr-APT-6508-Chicago-IL-60611/3867386_zpid/
5250000,"800 N Michigan Ave APT 3501, Chicago, IL 60611","4 bds, 4 ba, 5,250 sqft",Active,https://www.zillow.com/homedetails/800-N-Michigan-Ave-APT-3501-Chicago-IL-60611/60265959_zpid/
309000,"175 E Delaware Pl APT 5718, Chicago, IL 60611","1 bd, 1 ba, 918 sqft",Active,https://www.zillow.com/homedetails/175-E-Delaware-Pl-APT-5718-Chicago-IL-60611/3850140_zpid/
3325000,"451 E Grand Ave #5105, Chicago, IL 60611","3 bds, 4 ba, 3,431 sqft",Active,https://www.zillow.com/homedetails/451-E-Grand-Ave-5105-Chicago-IL-60611/2097110108_zpid/
218000,"33 E Cedar St APT 11C, Chicago, IL 60611","1 bd, 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/33-E-Cedar-St-APT-11C-Chicago-IL-60611/3847291_zpid/
425000,"175 E Delaware Pl APT 5701, Chicago, IL 60611","2 bds, 2 ba, 1,325 sqft",Active,https://www.zillow.com/homedetails/175-E-Delaware-Pl-APT-5701-Chicago-IL-60611/3850124_zpid/
289900,"440 N McClurg Ct APT 806, Chicago, IL 60611","1 bd, 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/440-N-McClurg-Ct-APT-806-Chicago-IL-60611/54538723_zpid/
370000,"2 E Erie St APT 2106, Chicago, IL 60611","2 bds, 1 ba, 905 sqft",Active,https://www.zillow.com/homedetails/2-E-Erie-St-APT-2106-Chicago-IL-60611/80811203_zpid/
189999,"211 E Ohio St APT 301, Chicago, IL 60611","Studio , 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/211-E-Ohio-St-APT-301-Chicago-IL-60611/58368079_zpid/
499900,"175 E Delaware Pl APT 4811, Chicago, IL 60611","2 bds, 2 ba, 1,250 sqft",Active,https://www.zillow.com/homedetails/175-E-Delaware-Pl-APT-4811-Chicago-IL-60611/3849934_zpid/
5900000,"270 E Pearson St #701-801, Chicago, IL 60611","5 bds, 8 ba, 6,860 sqft",Active,https://www.zillow.com/homedetails/270-E-Pearson-St-701-801-Chicago-IL-60611/343871005_zpid/
1499999,"229 E Lake Shore Dr UNIT 10E, Chicago, IL 60611","4 bds, 4 ba, 3,735 sqft",Active,https://www.zillow.com/homedetails/229-E-Lake-Shore-Dr-UNIT-10E-Chicago-IL-60611/2097398287_zpid/
219000,"880 N Lake Shore Dr APT 25H, Chicago, IL 60611","1 bd, 1 ba, 740 sqft",Active,https://www.zillow.com/homedetails/880-N-Lake-Shore-Dr-APT-25H-Chicago-IL-60611/2133788864_zpid/
3150000,"451 E Grand Ave #5106, Chicago, IL 60611","3 bds, 4 ba, 3,622 sqft",Price Change,https://www.zillow.com/homedetails/451-E-Grand-Ave-5106-Chicago-IL-60611/2077765354_zpid/
350000,"10 E Ontario St APT 3608, Chicago, IL 60611","1 bd, 1 ba, 995 sqft",Active,https://www.zillow.com/homedetails/10-E-Ontario-St-APT-3608-Chicago-IL-60611/80826639_zpid/
203500,"211 E Ohio St APT 1114, Chicago, IL 60611","1 bd, 1 ba, 750 sqft",Price Change,https://www.zillow.com/homedetails/211-E-Ohio-St-APT-1114-Chicago-IL-60611/58368230_zpid/
3590000,"435 N Michigan Ave #401, Chicago, IL 60611","3 bds, 4 ba, 2,900 sqft",Active,https://www.zillow.com/homedetails/435-N-Michigan-Ave-401-Chicago-IL-60611/2067889400_zpid/
3699000,"34 E Bellevue Pl, Chicago Heights, IL 60611","5 bds, 7 ba, 6,500 sqft",Active,https://www.zillow.com/homedetails/34-E-Bellevue-Pl-Chicago-Heights-IL-60611/3846726_zpid/
549000,"505 N Lake Shore Dr APT 2709, Chicago, IL 60611","2 bds, 2 ba, 1,460 sqft",Active,https://www.zillow.com/homedetails/505-N-Lake-Shore-Dr-APT-2709-Chicago-IL-60611/3867832_zpid/
469000,"505 N Lake Shore Dr APT 506, Chicago, IL 60611","2 bds, 1 ba, 1,100 sqft",Active,https://www.zillow.com/homedetails/505-N-Lake-Shore-Dr-APT-506-Chicago-IL-60611/3868210_zpid/
440500,"401 E Ontario St APT 2902, Chicago, IL 60611","2 bds, 2 ba, 1,200 sqft",Active,https://www.zillow.com/homedetails/401-E-Ontario-St-APT-2902-Chicago-IL-60611/58367823_zpid/
3250000,"403 N Wabash Ave #16A, Chicago, IL 60611","3 bds, 4 ba, 3,434 sqft",Active,https://www.zillow.com/homedetails/403-N-Wabash-Ave-16A-Chicago-IL-60611/2093255761_zpid/
2300000,"161 E Chicago Ave UNIT 62S2, Chicago, IL 60611","3 bds, 3 ba, 4,500 sqft",Active,https://www.zillow.com/homedetails/161-E-Chicago-Ave-UNIT-62S2-Chicago-IL-60611/3866066_zpid/
3500000,"800 N Michigan Ave APT 4801, Chicago, IL 60611","3 bds, 3 ba, 4,200 sqft",Active,https://www.zillow.com/homedetails/800-N-Michigan-Ave-APT-4801-Chicago-IL-60611/60265982_zpid/
3499500,"10 E Delaware Pl APT 34A, Chicago, IL 60611","3 bds, 3 ba, 3,100 sqft",Active,https://www.zillow.com/homedetails/10-E-Delaware-Pl-APT-34A-Chicago-IL-60611/159466399_zpid/
800000,"512 N McClurg Ct #5601-02, Chicago, IL 60611","3 bds, 3 ba, 2,200 sqft",Active,https://www.zillow.com/homedetails/512-N-McClurg-Ct-5601-02-Chicago-IL-60611/2053077821_zpid/
570000,"240 E Illinois St APT 2506, Chicago, IL 60611","2 bds, 2 ba, 1,361 sqft",Active,https://www.zillow.com/homedetails/240-E-Illinois-St-APT-2506-Chicago-IL-60611/101434752_zpid/
725000,"70 E Cedar St #UNIT 11W, Chicago, IL 60611","3 bds, 3 ba, 2,400 sqft",Active,https://www.zillow.com/homedetails/70-E-Cedar-St-UNIT-11W-Chicago-IL-60611/2098168689_zpid/
5500000,"25 E Superior St APT 4701, Chicago, IL 60611","4 bds, 6 ba, 8,100 sqft",Active,https://www.zillow.com/homedetails/25-E-Superior-St-APT-4701-Chicago-IL-60611/65545254_zpid/
385000,"240 E Illinois St APT 402, Chicago, IL 60611","1 bd, 1 ba, 933 sqft",Active,https://www.zillow.com/homedetails/240-E-Illinois-St-APT-402-Chicago-IL-60611/89912110_zpid/
695000,"1110 N Lake Shore Dr APT 19N, Chicago, IL 60611","3 bds, 3 ba, 2,003 sqft",Active,https://www.zillow.com/homedetails/1110-N-Lake-Shore-Dr-APT-19N-Chicago-IL-60611/3846441_zpid/
1799000,"180 E Pearson St APT 6002, Chicago, IL 60611","3 bds, 3 ba, 2,975 sqft",Active,https://www.zillow.com/homedetails/180-E-Pearson-St-APT-6002-Chicago-IL-60611/3852015_zpid/
264900,"100 E Walton St APT 19G, Chicago, IL 60611","1 bd, 1 ba, -- sqft",Active,https://www.zillow.com/homedetails/100-E-Walton-St-APT-19G-Chicago-IL-60611/3848162_zpid/
1250000,"25 E Superior St APT 2506, Chicago, IL 60611","3 bds, 3 ba, 2,200 sqft",Active,https://www.zillow.com/homedetails/25-E-Superior-St-APT-2506-Chicago-IL-60611/65546857_zpid/
1899999,"451 E Grand Ave APT 4702, Chicago, IL 60611","3 bds, 3 ba, 2,121 sqft",Active,https://www.zillow.com/homedetails/451-E-Grand-Ave-APT-4702-Chicago-IL-60611/2081086891_zpid/
320000,"401 E Ontario St APT 3308, Chicago, IL 60611","1 bd, 1 ba, 800 sqft",Active,https://www.zillow.com/homedetails/401-E-Ontario-St-APT-3308-Chicago-IL-60611/58367777_zpid/
5200000,"159 E Walton Pl APT 18A, Chicago, IL 60611","3 bds, 4 ba, 4,984 sqft",Active,https://www.zillow.com/homedetails/159-E-Walton-Pl-APT-18A-Chicago-IL-60611/80820309_zpid/
5200000,"159 E Walton Pl APT 18A, Chicago, IL 60611","3 bds, 4 ba, 4,984 sqft",Active,https://www.zillow.com/homedetails/159-E-Walton-Pl-APT-18A-Chicago-IL-60611/80820309_zpid/
440000,"10 E Ontario St APT 4406, Chicago, IL 60611","2 bds, 2 ba, 1,390 sqft",Active,https://www.zillow.com/homedetails/10-E-Ontario-St-APT-4406-Chicago-IL-60611/80810366_zpid/
3495000,"800 N Michigan Ave APT 5002, Chicago, IL 60611","4 bds, 5 ba, 5,200 sqft",Active,https://www.zillow.com/homedetails/800-N-Michigan-Ave-APT-5002-Chicago-IL-60611/60265998_zpid/
1500000,"600 N Fairbanks Ct PENTHOUSE 3705, Chicago, IL 60611","2 bds, 3 ba, 1,832 sqft",Active,https://www.zillow.com/homedetails/600-N-Fairbanks-Ct-PENTHOUSE-3705-Chicago-IL-60611/99346764_zpid/
195000,"880 N Lake Shore Dr APT 3H, Chicago, IL 60611","1 bd, 1 ba, 785 sqft",Active,https://www.zillow.com/homedetails/880-N-Lake-Shore-Dr-APT-3H-Chicago-IL-60611/2062640766_zpid/
1249900,"401 N Wabash Ave UNIT 82B, Chicago, IL 60611","2 bds, 3 ba, 1,839 sqft",Active,https://www.zillow.com/homedetails/401-N-Wabash-Ave-UNIT-82B-Chicago-IL-60611/113961009_zpid/
2400000,"50 E Chestnut St APT 701, Chicago, IL 60611","3 bds, 4 ba, 3,904 sqft",Active,https://www.zillow.com/homedetails/50-E-Chestnut-St-APT-701-Chicago-IL-60611/2138501280_zpid/
549500,"25 E Superior St APT 603, Chicago, IL 60611","2 bds, 2 ba, 1,265 sqft",Active,https://www.zillow.com/homedetails/25-E-Superior-St-APT-603-Chicago-IL-60611/63701366_zpid/
589000,"73 E Elm St APT 10B, Chicago, IL 60611","2 bds, 2 ba, 1,600 sqft",Active,https://www.zillow.com/homedetails/73-E-Elm-St-APT-10B-Chicago-IL-60611/3846518_zpid/
720000,"900 N Lake Shore Dr #2213-11, Chicago, IL 60611","2 bds, 2 ba, 1,824 sqft",Active,https://www.zillow.com/homedetails/900-N-Lake-Shore-Dr-2213-11-Chicago-IL-60611/2062800535_zpid/
572500,"777 N Michigan Ave APT 3000, Chicago, IL 60611","2 bds, 3 ba, 1,700 sqft",New,https://www.zillow.com/homedetails/777-N-Michigan-Ave-APT-3000-Chicago-IL-60611/3865705_zpid/
599000,"200 E Delaware Pl APT 15F, Chicago, IL 60611","3 bds, 2 ba, 1,550 sqft",Active,https://www.zillow.com/homedetails/200-E-Delaware-Pl-APT-15F-Chicago-IL-60611/3849280_zpid/
825000,"400 E Ohio St APT 4303, Chicago, IL 60611","3 bds, 3 ba, 2,000 sqft",Active,https://www.zillow.com/homedetails/400-E-Ohio-St-APT-4303-Chicago-IL-60611/3867125_zpid/
749000,"70 E Cedar St UNIT 4E, Chicago, IL 60611","4 bds, 3 ba, 2,800 sqft",Active,https://www.zillow.com/homedetails/70-E-Cedar-St-UNIT-4E-Chicago-IL-60611/2053351666_zpid/
1295000,"1040 N Lake Shore Dr APT 6C, Chicago, IL 60611","3 bds, 5 ba, 3,050 sqft",Price Change,https://www.zillow.com/homedetails/1040-N-Lake-Shore-Dr-APT-6C-Chicago-IL-60611/3846740_zpid/
299000,"474 N Lake Shore Dr APT 3010, Chicago, IL 60611","1 bd, 1 ba, 740 sqft",Active,https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-3010-Chicago-IL-60611/80831560_zpid/
775000,"401 N Wabash Ave UNIT 83E, Chicago, IL 60611","1 bd, 2 ba, 1,017 sqft",New,https://www.zillow.com/homedetails/401-N-Wabash-Ave-UNIT-83E-Chicago-IL-60611/113965472_zpid/
330000,"222 E Pearson St APT 1009, Chicago, IL 60611","2 bds, 1 ba, 1,000 sqft",Active,https://www.zillow.com/homedetails/222-E-Pearson-St-APT-1009-Chicago-IL-60611/80853875_zpid/
1250000,"180 E Pearson St APT 6907, Chicago, IL 60611","4 bds, 5 ba, 3,304 sqft",Active,https://www.zillow.com/homedetails/180-E-Pearson-St-APT-6907-Chicago-IL-60611/3852073_zpid/
259000,"777 N Michigan Ave APT 2609, Chicago, IL 60611","1 bd, 1 ba, 948 sqft",Active,https://www.zillow.com/homedetails/777-N-Michigan-Ave-APT-2609-Chicago-IL-60611/3865674_zpid/
815000,"550 N Saint Clair St APT 1703, Chicago, IL 60611","3 bds, 3 ba, 1,740 sqft",Active,https://www.zillow.com/homedetails/550-N-Saint-Clair-St-APT-1703-Chicago-IL-60611/119092784_zpid/
2595000,"415 E North Water St #604, Chicago, IL 60611","3 bds, 4 ba, 3,400 sqft",Active,https://www.zillow.com/homedetails/415-E-North-Water-St-604-Chicago-IL-60611/70449530_zpid/
234000,"880 N Lake Shore Dr APT 20F, Chicago, IL 60611","1 bd, 1 ba, 785 sqft",Active,https://www.zillow.com/homedetails/880-N-Lake-Shore-Dr-APT-20F-Chicago-IL-60611/2081355030_zpid/
1350000,"550 N St Clair St APT 2602, Chicago, IL 60611","3 bds, 4 ba, 3,200 sqft",Active,https://www.zillow.com/homedetails/550-N-St-Clair-St-APT-2602-Chicago-IL-60611/2089222516_zpid/
1475000,"600 N Lake Shore Dr APT 1205, Chicago, IL 60611","3 bds, 4 ba, 2,540 sqft",Active,https://www.zillow.com/homedetails/600-N-Lake-Shore-Dr-APT-1205-Chicago-IL-60611/89916006_zpid/
1395000,"401 N Wabash Ave UNIT 65D, Chicago, IL 60611","2 bds, 3 ba, 2,022 sqft",Active,https://www.zillow.com/homedetails/401-N-Wabash-Ave-UNIT-65D-Chicago-IL-60611/113953054_zpid/
315000,"680 N Lake Shore Dr APT 614, Chicago, IL 60611","1 bd, 1 ba, 998 sqft",Active,https://www.zillow.com/homedetails/680-N-Lake-Shore-Dr-APT-614-Chicago-IL-60611/3866117_zpid/
4430000,"(undisclosed Address), Chicago, IL 60611","4 bds, 5 ba, 3,906 sqft",Active,https://www.zillow.com/homedetails/Chicago-IL-60611/343054301_zpid/
299995,"100 E Walton St APT 27B, Chicago, IL 60611","1 bd, 1 ba, 750 sqft",Active,https://www.zillow.com/homedetails/100-E-Walton-St-APT-27B-Chicago-IL-60611/3848222_zpid/
285000,"401 E Ontario St APT 3307, Chicago, IL 60611","1 bd, 1 ba, 800 sqft",Active,https://www.zillow.com/homedetails/401-E-Ontario-St-APT-3307-Chicago-IL-60611/58367778_zpid/
699000,"415 E North Water St APT 2701, Chicago, IL 60611","2 bds, 2 ba, 1,370 sqft",Active,https://www.zillow.com/homedetails/415-E-North-Water-St-APT-2701-Chicago-IL-60611/2116896911_zpid/
495000,"474 N Lake Shore Dr APT 1702, Chicago, IL 60611","2 bds, 2 ba, 1,250 sqft",Active,https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-1702-Chicago-IL-60611/80828866_zpid/
950000,"401 N Wabash Ave UNIT 52G, Chicago, IL 60611","1 bd, 2 ba, 1,419 sqft",Active,https://www.zillow.com/homedetails/401-N-Wabash-Ave-UNIT-52G-Chicago-IL-60611/113954051_zpid/
900000,"474 N Lake Shore Dr APT 4810, Chicago, IL 60611","2 bds, 3 ba, 2,200 sqft",Active,https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-4810-Chicago-IL-60611/113953515_zpid/
